2023-12-19 14:12:140 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:338 INFO  ManageBrowser :90 - Selecting Vista Premier OS : [[ChromeDriver: chrome on windows (6b8da32c165602e772ea223ea7c76f0d)] -> xpath: //input[@id='product_attribute_4_9']]
2023-12-19 14:12:378 INFO  ManageBrowser :95 - Clicking on Microsoft Office Software : [[ChromeDriver: chrome on windows (6b8da32c165602e772ea223ea7c76f0d)] -> xpath: //input[@id='product_attribute_5_10']]
2023-12-19 14:12:419 INFO  ManageBrowser :100 - Clicking on Acrobat Reader Software : [[ChromeDriver: chrome on windows (6b8da32c165602e772ea223ea7c76f0d)] -> xpath: //input[@id='product_attribute_5_11']]
2023-12-19 14:12:460 INFO  ManageBrowser :110 - Clicking on Add to Cart : [[ChromeDriver: chrome on windows (6b8da32c165602e772ea223ea7c76f0d)] -> xpath: //button[@id='add-to-cart-button-1']]
2023-12-19 14:12:722 INFO  ManageBrowser :114 - Getting Add to cart success message : [[ChromeDriver: chrome on windows (6b8da32c165602e772ea223ea7c76f0d)] -> xpath: //p[@class='content']]
2023-12-19 14:12:823 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:170 INFO  ManageBrowser :36 - Clicking on computer page link : [[ChromeDriver: chrome on windows (ba9fb684edd7724aabf209c64e55b48f)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2023-12-19 14:12:541 INFO  ManageBrowser :33 - Clicking On Desktops menu : [[ChromeDriver: chrome on windows (ba9fb684edd7724aabf209c64e55b48f)] -> xpath: //li[@class='active last']//a[normalize-space()='Desktops']]
2023-12-19 14:12:907 INFO  ManageBrowser :35 - Clicking On Build Your Computer link : [[ChromeDriver: chrome on windows (ba9fb684edd7724aabf209c64e55b48f)] -> xpath: //h2[@class='product-title']//a[normalize-space()='Build your own computer']]
2023-12-19 14:12:986 INFO  ManageBrowser :65 - Selecting processor from drop-down : [[ChromeDriver: chrome on windows (ba9fb684edd7724aabf209c64e55b48f)] -> xpath: //select[@id='product_attribute_1']]
2023-12-19 14:12:62 INFO  ManageBrowser :70 - Selecting RAM from drop-down : [[ChromeDriver: chrome on windows (ba9fb684edd7724aabf209c64e55b48f)] -> xpath: //select[@id='product_attribute_2']]
2023-12-19 14:12:112 INFO  ManageBrowser :75 - Selecting 320GB HDD : [[ChromeDriver: chrome on windows (ba9fb684edd7724aabf209c64e55b48f)] -> xpath: //input[@id='product_attribute_3_6']]
2023-12-19 14:12:163 INFO  ManageBrowser :90 - Selecting Vista Premier OS : [[ChromeDriver: chrome on windows (ba9fb684edd7724aabf209c64e55b48f)] -> xpath: //input[@id='product_attribute_4_9']]
2023-12-19 14:12:209 INFO  ManageBrowser :95 - Clicking on Microsoft Office Software : [[ChromeDriver: chrome on windows (ba9fb684edd7724aabf209c64e55b48f)] -> xpath: //input[@id='product_attribute_5_10']]
2023-12-19 14:12:248 INFO  ManageBrowser :105 - Clicking on Total Commander Software : [[ChromeDriver: chrome on windows (ba9fb684edd7724aabf209c64e55b48f)] -> xpath: //input[@id='product_attribute_5_12']]
2023-12-19 14:12:302 INFO  ManageBrowser :110 - Clicking on Add to Cart : [[ChromeDriver: chrome on windows (ba9fb684edd7724aabf209c64e55b48f)] -> xpath: //button[@id='add-to-cart-button-1']]
2023-12-19 14:12:506 INFO  ManageBrowser :114 - Getting Add to cart success message : [[ChromeDriver: chrome on windows (ba9fb684edd7724aabf209c64e55b48f)] -> xpath: //p[@class='content']]
2023-12-19 14:12:592 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:963 INFO  ManageBrowser :46 - Clicking on login link : [[ChromeDriver: chrome on windows (f8b990848abd982039a1026b4a322684)] -> xpath: //a[normalize-space()='Log in']]
2023-12-19 14:12:995 INFO  ManageBrowser :40 - Getting welcome message : [[ChromeDriver: chrome on windows (f8b990848abd982039a1026b4a322684)] -> xpath: //h1[normalize-space()='Welcome, Please Sign In!']]
2023-12-19 14:12:130 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:482 INFO  ManageBrowser :46 - Clicking on login link : [[ChromeDriver: chrome on windows (ad83cee7213cdf5dbb8edc292698c83f)] -> xpath: //a[normalize-space()='Log in']]
2023-12-19 14:12:562 INFO  ManageBrowser :46 - Sending text to email field : [[ChromeDriver: chrome on windows (ad83cee7213cdf5dbb8edc292698c83f)] -> id: Email]
2023-12-19 14:12:614 INFO  ManageBrowser :51 - Sending text to password field : [[ChromeDriver: chrome on windows (ad83cee7213cdf5dbb8edc292698c83f)] -> id: Password]
2023-12-19 14:12:928 INFO  ManageBrowser :56 - Clicking on login button : [[ChromeDriver: chrome on windows (ad83cee7213cdf5dbb8edc292698c83f)] -> xpath: //button[normalize-space()='Log in']]
2023-12-19 14:12:967 INFO  ManageBrowser :60 - Getting login unsuccessful message : [[ChromeDriver: chrome on windows (ad83cee7213cdf5dbb8edc292698c83f)] -> xpath: //div[@class='message-error validation-summary-errors']]
2023-12-19 14:12:68 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:504 INFO  ManageBrowser :46 - Clicking on login link : [[ChromeDriver: chrome on windows (89470f143a37a62cd255a1909c5704cd)] -> xpath: //a[normalize-space()='Log in']]
2023-12-19 14:12:574 INFO  ManageBrowser :46 - Sending text to email field : [[ChromeDriver: chrome on windows (89470f143a37a62cd255a1909c5704cd)] -> id: Email]
2023-12-19 14:12:634 INFO  ManageBrowser :51 - Sending text to password field : [[ChromeDriver: chrome on windows (89470f143a37a62cd255a1909c5704cd)] -> id: Password]
2023-12-19 14:12:926 INFO  ManageBrowser :56 - Clicking on login button : [[ChromeDriver: chrome on windows (89470f143a37a62cd255a1909c5704cd)] -> xpath: //button[normalize-space()='Log in']]
2023-12-19 14:12:21 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:957 INFO  ManageBrowser :46 - Clicking on login link : [[ChromeDriver: chrome on windows (252954430d3a634143278d092800e9d9)] -> xpath: //a[normalize-space()='Log in']]
2023-12-19 14:12:32 INFO  ManageBrowser :46 - Sending text to email field : [[ChromeDriver: chrome on windows (252954430d3a634143278d092800e9d9)] -> id: Email]
2023-12-19 14:12:85 INFO  ManageBrowser :51 - Sending text to password field : [[ChromeDriver: chrome on windows (252954430d3a634143278d092800e9d9)] -> id: Password]
2023-12-19 14:12:386 INFO  ManageBrowser :56 - Clicking on login button : [[ChromeDriver: chrome on windows (252954430d3a634143278d092800e9d9)] -> xpath: //button[normalize-space()='Log in']]
2023-12-19 14:12:358 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:884 INFO  ManageBrowser :36 - Clicking on computer page link : [[ChromeDriver: chrome on windows (63a7687348ab58defcd4f3a01a84513f)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2023-12-19 14:12:920 INFO  ManageBrowser :27 - Getting Computers Text : [[ChromeDriver: chrome on windows (63a7687348ab58defcd4f3a01a84513f)] -> xpath: //h1[normalize-space()='Computers']]
2023-12-19 14:12:120 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:75 INFO  ManageBrowser :36 - Clicking on computer page link : [[ChromeDriver: chrome on windows (80f9f3a55d6524ee8617b55754c06969)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2023-12-19 14:12:462 INFO  ManageBrowser :33 - Clicking On Desktops menu : [[ChromeDriver: chrome on windows (80f9f3a55d6524ee8617b55754c06969)] -> xpath: //li[@class='active last']//a[normalize-space()='Desktops']]
2023-12-19 14:12:478 INFO  ManageBrowser :29 - Getting Computers Text : [[ChromeDriver: chrome on windows (80f9f3a55d6524ee8617b55754c06969)] -> xpath: //h1[normalize-space()='Desktops']]
2023-12-19 14:12:558 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:890 INFO  ManageBrowser :36 - Clicking on computer page link : [[ChromeDriver: chrome on windows (f735165e7eb0ebe04259cfaa92a32887)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2023-12-19 14:12:247 INFO  ManageBrowser :33 - Clicking On Desktops menu : [[ChromeDriver: chrome on windows (f735165e7eb0ebe04259cfaa92a32887)] -> xpath: //li[@class='active last']//a[normalize-space()='Desktops']]
2023-12-19 14:12:625 INFO  ManageBrowser :35 - Clicking On Build Your Computer link : [[ChromeDriver: chrome on windows (f735165e7eb0ebe04259cfaa92a32887)] -> xpath: //h2[@class='product-title']//a[normalize-space()='Build your own computer']]
2023-12-19 14:12:734 INFO  ManageBrowser :65 - Selecting processor from drop-down : [[ChromeDriver: chrome on windows (f735165e7eb0ebe04259cfaa92a32887)] -> xpath: //select[@id='product_attribute_1']]
2023-12-19 14:12:806 INFO  ManageBrowser :70 - Selecting RAM from drop-down : [[ChromeDriver: chrome on windows (f735165e7eb0ebe04259cfaa92a32887)] -> xpath: //select[@id='product_attribute_2']]
2023-12-19 14:12:861 INFO  ManageBrowser :75 - Selecting 320GB HDD : [[ChromeDriver: chrome on windows (f735165e7eb0ebe04259cfaa92a32887)] -> xpath: //input[@id='product_attribute_3_6']]
2023-12-19 14:12:910 INFO  ManageBrowser :85 - Selecting Vista Home OS : [[ChromeDriver: chrome on windows (f735165e7eb0ebe04259cfaa92a32887)] -> xpath: //input[@id='product_attribute_4_8']]
2023-12-19 14:12:957 INFO  ManageBrowser :95 - Clicking on Microsoft Office Software : [[ChromeDriver: chrome on windows (f735165e7eb0ebe04259cfaa92a32887)] -> xpath: //input[@id='product_attribute_5_10']]
2023-12-19 14:12:02 INFO  ManageBrowser :95 - Clicking on Microsoft Office Software : [[ChromeDriver: chrome on windows (f735165e7eb0ebe04259cfaa92a32887)] -> xpath: //input[@id='product_attribute_5_10']]
2023-12-19 14:12:42 INFO  ManageBrowser :110 - Clicking on Add to Cart : [[ChromeDriver: chrome on windows (f735165e7eb0ebe04259cfaa92a32887)] -> xpath: //button[@id='add-to-cart-button-1']]
2023-12-19 14:12:705 INFO  ManageBrowser :114 - Getting Add to cart success message : [[ChromeDriver: chrome on windows (f735165e7eb0ebe04259cfaa92a32887)] -> xpath: //p[@class='content']]
2023-12-19 14:12:930 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:272 INFO  ManageBrowser :36 - Clicking on computer page link : [[ChromeDriver: chrome on windows (3f3b334a538cb0233087f5e2e8192378)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2023-12-19 14:12:655 INFO  ManageBrowser :33 - Clicking On Desktops menu : [[ChromeDriver: chrome on windows (3f3b334a538cb0233087f5e2e8192378)] -> xpath: //li[@class='active last']//a[normalize-space()='Desktops']]
2023-12-19 14:12:57 INFO  ManageBrowser :35 - Clicking On Build Your Computer link : [[ChromeDriver: chrome on windows (3f3b334a538cb0233087f5e2e8192378)] -> xpath: //h2[@class='product-title']//a[normalize-space()='Build your own computer']]
2023-12-19 14:12:123 INFO  ManageBrowser :65 - Selecting processor from drop-down : [[ChromeDriver: chrome on windows (3f3b334a538cb0233087f5e2e8192378)] -> xpath: //select[@id='product_attribute_1']]
2023-12-19 14:12:200 INFO  ManageBrowser :70 - Selecting RAM from drop-down : [[ChromeDriver: chrome on windows (3f3b334a538cb0233087f5e2e8192378)] -> xpath: //select[@id='product_attribute_2']]
2023-12-19 14:12:255 INFO  ManageBrowser :80 - Selecting 400GB HDD : [[ChromeDriver: chrome on windows (3f3b334a538cb0233087f5e2e8192378)] -> xpath: //input[@id='product_attribute_3_7']]
2023-12-19 14:12:304 INFO  ManageBrowser :90 - Selecting Vista Premier OS : [[ChromeDriver: chrome on windows (3f3b334a538cb0233087f5e2e8192378)] -> xpath: //input[@id='product_attribute_4_9']]
2023-12-19 14:12:346 INFO  ManageBrowser :95 - Clicking on Microsoft Office Software : [[ChromeDriver: chrome on windows (3f3b334a538cb0233087f5e2e8192378)] -> xpath: //input[@id='product_attribute_5_10']]
2023-12-19 14:12:386 INFO  ManageBrowser :100 - Clicking on Acrobat Reader Software : [[ChromeDriver: chrome on windows (3f3b334a538cb0233087f5e2e8192378)] -> xpath: //input[@id='product_attribute_5_11']]
2023-12-19 14:12:425 INFO  ManageBrowser :110 - Clicking on Add to Cart : [[ChromeDriver: chrome on windows (3f3b334a538cb0233087f5e2e8192378)] -> xpath: //button[@id='add-to-cart-button-1']]
2023-12-19 14:12:668 INFO  ManageBrowser :114 - Getting Add to cart success message : [[ChromeDriver: chrome on windows (3f3b334a538cb0233087f5e2e8192378)] -> xpath: //p[@class='content']]
2023-12-19 14:12:761 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:137 INFO  ManageBrowser :36 - Clicking on computer page link : [[ChromeDriver: chrome on windows (a239e5ad3132148a065bec40cd25a4fa)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2023-12-19 14:12:511 INFO  ManageBrowser :33 - Clicking On Desktops menu : [[ChromeDriver: chrome on windows (a239e5ad3132148a065bec40cd25a4fa)] -> xpath: //li[@class='active last']//a[normalize-space()='Desktops']]
2023-12-19 14:12:889 INFO  ManageBrowser :35 - Clicking On Build Your Computer link : [[ChromeDriver: chrome on windows (a239e5ad3132148a065bec40cd25a4fa)] -> xpath: //h2[@class='product-title']//a[normalize-space()='Build your own computer']]
2023-12-19 14:12:959 INFO  ManageBrowser :65 - Selecting processor from drop-down : [[ChromeDriver: chrome on windows (a239e5ad3132148a065bec40cd25a4fa)] -> xpath: //select[@id='product_attribute_1']]
2023-12-19 14:12:46 INFO  ManageBrowser :70 - Selecting RAM from drop-down : [[ChromeDriver: chrome on windows (a239e5ad3132148a065bec40cd25a4fa)] -> xpath: //select[@id='product_attribute_2']]
2023-12-19 14:12:109 INFO  ManageBrowser :75 - Selecting 320GB HDD : [[ChromeDriver: chrome on windows (a239e5ad3132148a065bec40cd25a4fa)] -> xpath: //input[@id='product_attribute_3_6']]
2023-12-19 14:12:160 INFO  ManageBrowser :90 - Selecting Vista Premier OS : [[ChromeDriver: chrome on windows (a239e5ad3132148a065bec40cd25a4fa)] -> xpath: //input[@id='product_attribute_4_9']]
2023-12-19 14:12:208 INFO  ManageBrowser :95 - Clicking on Microsoft Office Software : [[ChromeDriver: chrome on windows (a239e5ad3132148a065bec40cd25a4fa)] -> xpath: //input[@id='product_attribute_5_10']]
2023-12-19 14:12:254 INFO  ManageBrowser :105 - Clicking on Total Commander Software : [[ChromeDriver: chrome on windows (a239e5ad3132148a065bec40cd25a4fa)] -> xpath: //input[@id='product_attribute_5_12']]
2023-12-19 14:12:316 INFO  ManageBrowser :110 - Clicking on Add to Cart : [[ChromeDriver: chrome on windows (a239e5ad3132148a065bec40cd25a4fa)] -> xpath: //button[@id='add-to-cart-button-1']]
2023-12-19 14:12:991 INFO  ManageBrowser :114 - Getting Add to cart success message : [[ChromeDriver: chrome on windows (a239e5ad3132148a065bec40cd25a4fa)] -> xpath: //p[@class='content']]
2023-12-19 14:12:75 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:170 INFO  ManageBrowser :46 - Clicking on login link : [[ChromeDriver: chrome on windows (baea66b8ea3484d78daec8f11b9aa072)] -> xpath: //a[normalize-space()='Log in']]
2023-12-19 14:12:190 INFO  ManageBrowser :40 - Getting welcome message : [[ChromeDriver: chrome on windows (baea66b8ea3484d78daec8f11b9aa072)] -> xpath: //h1[normalize-space()='Welcome, Please Sign In!']]
2023-12-19 14:12:298 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:787 INFO  ManageBrowser :46 - Clicking on login link : [[ChromeDriver: chrome on windows (a653c399b04412093d7a3c28d9d5176d)] -> xpath: //a[normalize-space()='Log in']]
2023-12-19 14:12:889 INFO  ManageBrowser :46 - Sending text to email field : [[ChromeDriver: chrome on windows (a653c399b04412093d7a3c28d9d5176d)] -> id: Email]
2023-12-19 14:12:945 INFO  ManageBrowser :51 - Sending text to password field : [[ChromeDriver: chrome on windows (a653c399b04412093d7a3c28d9d5176d)] -> id: Password]
2023-12-19 14:12:259 INFO  ManageBrowser :56 - Clicking on login button : [[ChromeDriver: chrome on windows (a653c399b04412093d7a3c28d9d5176d)] -> xpath: //button[normalize-space()='Log in']]
2023-12-19 14:12:285 INFO  ManageBrowser :60 - Getting login unsuccessful message : [[ChromeDriver: chrome on windows (a653c399b04412093d7a3c28d9d5176d)] -> xpath: //div[@class='message-error validation-summary-errors']]
2023-12-19 14:12:374 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:665 INFO  ManageBrowser :46 - Clicking on login link : [[ChromeDriver: chrome on windows (8797f12291e388b6e86a920b59a8f568)] -> xpath: //a[normalize-space()='Log in']]
2023-12-19 14:12:732 INFO  ManageBrowser :46 - Sending text to email field : [[ChromeDriver: chrome on windows (8797f12291e388b6e86a920b59a8f568)] -> id: Email]
2023-12-19 14:12:788 INFO  ManageBrowser :51 - Sending text to password field : [[ChromeDriver: chrome on windows (8797f12291e388b6e86a920b59a8f568)] -> id: Password]
2023-12-19 14:12:124 INFO  ManageBrowser :56 - Clicking on login button : [[ChromeDriver: chrome on windows (8797f12291e388b6e86a920b59a8f568)] -> xpath: //button[normalize-space()='Log in']]
2023-12-19 14:12:545 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:888 INFO  ManageBrowser :46 - Clicking on login link : [[ChromeDriver: chrome on windows (8758c8f4ed490fe1c8fd01c3d5772302)] -> xpath: //a[normalize-space()='Log in']]
2023-12-19 14:12:962 INFO  ManageBrowser :46 - Sending text to email field : [[ChromeDriver: chrome on windows (8758c8f4ed490fe1c8fd01c3d5772302)] -> id: Email]
2023-12-19 14:12:16 INFO  ManageBrowser :51 - Sending text to password field : [[ChromeDriver: chrome on windows (8758c8f4ed490fe1c8fd01c3d5772302)] -> id: Password]
2023-12-19 14:12:305 INFO  ManageBrowser :56 - Clicking on login button : [[ChromeDriver: chrome on windows (8758c8f4ed490fe1c8fd01c3d5772302)] -> xpath: //button[normalize-space()='Log in']]
2023-12-19 14:12:648 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:658 INFO  ManageBrowser :88 - Getting welcome message : [[ChromeDriver: chrome on windows (c038b4b1ce99fe2b90102d7e3c78ce30)] -> xpath: //h1[normalize-space()='Register']]
2023-12-19 14:12:754 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:203 INFO  ManageBrowser :119 - Clicking on register button : [[ChromeDriver: chrome on windows (2f343a9d385f67efc9c25f44da6ff351)] -> xpath: //button[@id='register-button']]
2023-12-19 14:12:220 INFO  ManageBrowser :128 - Getting error message for firstname field : [[ChromeDriver: chrome on windows (2f343a9d385f67efc9c25f44da6ff351)] -> id: FirstName-error]
2023-12-19 14:12:248 INFO  ManageBrowser :133 - Getting error message for lastname field : [[ChromeDriver: chrome on windows (2f343a9d385f67efc9c25f44da6ff351)] -> id: LastName-error]
2023-12-19 14:12:265 INFO  ManageBrowser :138 - Getting error message for email field : [[ChromeDriver: chrome on windows (2f343a9d385f67efc9c25f44da6ff351)] -> id: Email-error]
2023-12-19 14:12:282 INFO  ManageBrowser :143 - Getting error message for password field : [[ChromeDriver: chrome on windows (2f343a9d385f67efc9c25f44da6ff351)] -> id: Password-error]
2023-12-19 14:12:300 INFO  ManageBrowser :148 - Getting error message for conform password field : [[ChromeDriver: chrome on windows (2f343a9d385f67efc9c25f44da6ff351)] -> id: ConfirmPassword-error]
2023-12-19 14:12:433 INFO  ManageBrowser :33 - Chrome Browser Launch .....
2023-12-19 14:12:871 INFO  ManageBrowser :154 - Clicking on male radio button : [[ChromeDriver: chrome on windows (71ad1df22e9172a60eed7e6d0d8d3340)] -> id: gender-male]
2023-12-19 14:12:929 INFO  ManageBrowser :94 - Sending text to firstname field : [[ChromeDriver: chrome on windows (71ad1df22e9172a60eed7e6d0d8d3340)] -> xpath: //input[@id='FirstName']]
2023-12-19 14:12:981 INFO  ManageBrowser :99 - Sending text to lastname field : [[ChromeDriver: chrome on windows (71ad1df22e9172a60eed7e6d0d8d3340)] -> xpath: //input[@id='LastName']]
2023-12-19 14:12:58 INFO  ManageBrowser :159 - Selecting day for DOB : [[ChromeDriver: chrome on windows (71ad1df22e9172a60eed7e6d0d8d3340)] -> xpath: //select[@name='DateOfBirthDay']]
2023-12-19 14:12:136 INFO  ManageBrowser :164 - Selecting month for DOB : [[ChromeDriver: chrome on windows (71ad1df22e9172a60eed7e6d0d8d3340)] -> xpath: //select[@name='DateOfBirthMonth']]
2023-12-19 14:12:202 INFO  ManageBrowser :169 - Selecting year for DOB : [[ChromeDriver: chrome on windows (71ad1df22e9172a60eed7e6d0d8d3340)] -> xpath: //select[@name='DateOfBirthYear']]
2023-12-19 14:12:264 INFO  ManageBrowser :104 - Sending text to email field : [[ChromeDriver: chrome on windows (71ad1df22e9172a60eed7e6d0d8d3340)] -> xpath: //input[@id='Email']]
2023-12-19 14:12:342 INFO  ManageBrowser :109 - Sending text to password field : [[ChromeDriver: chrome on windows (71ad1df22e9172a60eed7e6d0d8d3340)] -> xpath: //input[@id='Password']]
2023-12-19 14:12:395 INFO  ManageBrowser :114 - Sending text to confirm password field : [[ChromeDriver: chrome on windows (71ad1df22e9172a60eed7e6d0d8d3340)] -> xpath: //input[@id='ConfirmPassword']]
2023-12-19 14:12:918 INFO  ManageBrowser :119 - Clicking on register button : [[ChromeDriver: chrome on windows (71ad1df22e9172a60eed7e6d0d8d3340)] -> xpath: //button[@id='register-button']]
2023-12-19 14:12:949 INFO  ManageBrowser :123 - Getting text from confirmation message : [[ChromeDriver: chrome on windows (71ad1df22e9172a60eed7e6d0d8d3340)] -> xpath: //div[@class='result']]
